"FDR"	"mz_ml_files/A1"	"mz_ml_files/A2"	"mz_ml_files/A3"	"mz_ml_files/B1"	"mz_ml_files/B2"	"mz_ml_files/B3"	"mz_ml_files/C1"	"mz_ml_files/C2"	"mz_ml_files/C3"	"mz_ml_files/D1"	"mz_ml_files/D2"	"mz_ml_files/D3"
"HPRR4290343"	0.0024591356	0.0025544565	0.0073026349	0.096316949	0.17571564	0.17163624	0.0014444226	0.00054821785	0.0030913283	1.0	1.0	1.0
"HPRR3761220"	0.0045553646	0.0010166344	0.0037545606	0.0028156766	0.0052655153	5.0775256e-10	0.0017408953	0.0014302372	0.0027670613	1.0	1.0	1.0
"HPRR4320585"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320584"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320587"	1.0	1.0	0.9966653	1.0	1.0	0.96924508	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320586"	1.0	1.0	0.9966653	0.97713053	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320581"	0.99469984	0.9613989	1.0	1.0	1.0	1.0	1.0	0.94180596	0.99179858	1.0	1.0	1.0
"HPRR4320580"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320583"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.96376872	0.87274474	1.0	1.0	1.0
"HPRR4320582"	1.0	0.96870983	1.0	1.0	1.0	0.96865261	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320589"	0.97025043	1.0	1.0	0.97713053	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.94619101
"HPRR4320588"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320219"	0.92269981	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320218"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.99179858	1.0	1.0	1.0
"HPRR4320215"	1.0	1.0	0.9966653	0.97713053	0.94727278	0.96924508	1.0	1.0	0.99179858	1.0	1.0	1.0
"HPRR4320214"	1.0	1.0	0.98607761	0.97713053	0.94727278	0.96924508	0.95958394	0.95257616	0.99179858	1.0	1.0	1.0
"HPRR4320217"	0.92778331	0.96870989	0.98952597	1.0	1.0	1.0	0.98966867	1.0	1.0	1.0	1.0	1.0
"HPRR4320216"	1.0	0.87988693	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320211"	1.0	1.0	1.0	0.97713053	1.0	0.96924508	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320210"	0.99984843	0.96870989	0.9966653	0.97713053	0.94727278	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320213"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.97625601	1.0
"HPRR2300033"	0.96833014	0.96870989	0.9966653	1.0	1.0	1.0	1.0	0.97105974	0.99179858	1.0	1.0	1.0
"HPRR2760146"	9.4729694e-06	1.0	0.00019182071	1.0	1.2625136e-05	1.0	0.0012246867	3.9271895e-06	0.00025248196	1.0	1.0	1.0
"HPRR2540567"	0.09756431	0.13674125	0.067148983	0.27906844	0.050428603	0.1934222	0.076162688	0.10418732	0.13879514	1.0	1.0	1.0
"HPRR4340088"	1.0	1.0	1.0	0.97713053	0.94727278	1.0	1.0	0.926934	1.0	0.68554211	0.95955992	1.0
"HPRR4340089"	1.0	0.96732223	1.0	0.97713053	1.0	0.96924508	1.0	1.0	1.0	1.0	1.0	0.93677062
"HPRR4340087"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4340084"	1.0	1.0	1.0	0.92160445	0.94727278	0.92174286	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4160302"	0.8743782	0.96870172	2.3883009e-05	1.0	0.94727278	0.00018216795	0.85418516	0.95297766	0.91417533	0.17791426	1.0	0.9348225
"HPRR3790495"	0.0014523695	0.00060034957	0.0005834375	0.00019500742	0.0010341745	0.0012478298	0.0010693704	0.00083508575	0.00076046027	1.0	1.0	1.0
"HPRR4340080"	0.99782366	0.96807295	1.0	0.84389591	0.94727278	1.0	1.0	1.0	0.99179858	1.0	1.0	1.0
"HPRR4340081"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4290907"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4290906"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4290901"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4290900"	1.0	0.95828903	1.0	1.0	1.0	1.0	1.0	0.9521383	1.0	1.0	1.0	1.0
"HPRR4290909"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4160492"	1.749324e-06	6.7223044e-07	6.5744604e-07	0.71689767	0.8275063	0.96924508	1.0	0.97159892	0.98226988	1.0	3.9479809e-07	1.0
"HPRR3950052"	1.0	0.0081477314	1.0	1.0	0.26347402	1.0	1.0	1.0	0.024764275	1.0	1.0	1.0
"HPRR4420246"	0.35965681	5.5601584e-05	0.00071786193	0.001410189	0.0013800178	0.0048470176	1.0	0.96873254	0.99179858	1.0	1.0	1.0
"HPRR4160788"	0.0019249219	0.0024093131	0.00095232564	0.0019612	0.0024181579	0.0001801543	0.0030453957	0.00024923793	0.00073403033	1.0	1.0	1.0
"HPRR3770029"	0.16840996	0.11889786	0.083591022	0.10781428	0.1445802	0.089535937	0.97596806	0.95664495	0.19037053	0.27073908	0.68401557	0.54269361
"HPRR2360054"	0.96350342	0.96869171	5.1833606e-05	1.0	1.0	1.0	0.11800141	0.97174728	5.6181807e-06	1.0	1.0	1.0
"HPRR4040265"	0.039568923	0.016490672	0.0057350756	1.0	1.0	0.96924508	1.0	1.0	0.99179858	1.0	1.0	1.0
"HPRR3940080"	0.40008217	0.39451784	0.42132375	0.61484599	0.53448164	0.60821599	1.0	0.7253828	1.0	1.0	5.4256001e-05	1.0
"HPRR3720166"	0.014122594	0.0056718797	0.0059286533	1.0	1.0	1.0	0.0044216509	0.0048581846	0.0068843416	1.0	1.0	1.0
"HPRR4030233"	1.0	1.0	0.0037133819	0.97713053	1.0	0.009285328	1.0	1.0	1.0	1.0	6.4626431e-07	0.00017701311
"HPRR3760527"	1.0	0.84545016	0.9966653	0.97713053	0.94727278	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR1370116"	0.60141426	0.72281075	0.98803896	0.97713053	0.94727278	0.96924508	0.035231236	0.036011372	0.077774569	1.0	1.8353405e-06	1.0
"HPRR2760182"	0.88566369	2.0918049e-05	0.00010775949	1.0	0.94727278	1.0	0.0001040362	0.00019853265	5.4295572e-07	1.0	1.0	1.0
"HPRR4340048"	0.63945293	0.96811461	1.0	0.97361755	1.0	0.9602952	0.90215909	0.82456815	0.96018648	1.0	1.0	1.0
"HPRR4340049"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4340042"	1.0	0.53472286	1.0	1.0	1.0	1.0	1.0	0.9836151	1.0	1.0	1.0	1.0
"HPRR3730429"	0.0065366151	0.96870989	1.0	0.002512309	0.0084812399	1.0	0.94091737	1.0	1.0	1.0	0.87573791	1.0
"HPRR4340040"	0.95923525	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR2250386"	0.0014745572	0.00055544445	0.0028164785	0.0016600614	0.0048594386	0.0051474194	0.00057920493	0.005684793	0.00059382885	1.0	1.0	1.0
"HPRR4340046"	0.98912263	0.9547388	0.9966653	0.95686996	0.94502252	0.96924508	1.0	1.0	0.99179858	0.87007779	1.0	1.0
"HPRR4340047"	0.8792091	1.0	0.85218	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4340044"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4340045"	1.0	1.0	0.99627841	0.97649211	0.94727278	1.0	1.0	0.96758997	0.99179858	1.0	1.0	1.0
"HPRR2110498"	0.00099657045	0.00071199599	0.00023269773	1.0	1.0	1.0	0.00024047276	3.1946347e-05	6.278386e-05	1.0	1.0	1.0
"HPRR3761107"	0.0012469541	0.0023680481	3.4388511e-05	0.97713053	0.0023966616	0.96924508	0.004370864	0.50356376	0.00065920997	1.0	1.0	1.0
"HPRR3761106"	4.6024873e-09	0.069595426	2.7212783e-07	0.85044199	0.081584916	0.96924508	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR1950515"	0.96719974	0.00034025416	0.0013204428	1.0	1.0	1.0	0.00048029557	0.52141696	2.7976029e-08	1.0	1.0	1.0
"HPRR4310058"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4310054"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4310055"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4310056"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4310053"	1.0	0.96870989	0.80088484	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR3720232"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320449"	1.0	0.83173782	1.0	1.0	1.0	1.0	0.9314543	0.91502362	0.87874341	1.0	1.0	1.0
"HPRR4320118"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320119"	0.89985806	0.93821132	0.9966653	0.97713053	0.90664035	0.92417276	0.2983613	0.9002986	0.6125983	1.0	1.0	1.0
"HPRR4320440"	1.0	1.0	1.0	0.97713053	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320441"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320442"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320443"	1.0	1.0	0.9966653	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320112"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.78307277	0.77598149	0.82879817
"HPRR4320113"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320110"	0.96258229	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320111"	0.79574406	1.0	1.0	1.0	0.94727278	1.0	1.0	0.99405515	0.99179858	0.99907672	1.0	1.0
"HPRR3140345"	0.0028083783	0.0023801527	0.99288934	0.0046254862	0.0019640822	0.0016818874	0.0027634108	0.0015763459	0.0018147276	1.0	1.0	0.011865623
"HPRR4320598"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.94286394	0.86975318
"HPRR4320599"	1.0	0.96691471	1.0	1.0	1.0	0.89862835	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320592"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320593"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320590"	1.0	1.0	0.92936528	1.0	0.94727278	0.96298486	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320591"	1.0	1.0	0.66234243	1.0	1.0	1.0	0.54879284	0.72245347	1.0	1.0	1.0	1.0
"HPRR4320596"	1.0	0.91295195	1.0	0.95798224	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320597"	0.81022084	1.0	0.56481785	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.87996364	0.95640188
"HPRR4320594"	1.0	1.0	1.0	0.97713053	0.94727278	0.96924508	1.0	0.97363269	1.0	1.0	1.0	1.0
"HPRR4320595"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320028"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320029"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320022"	1.0	1.0	1.0	1.0	1.0	1.0	0.97062385	1.0	1.0	0.97043633	0.52499336	1.0
"HPRR4320023"	0.78848732	1.0	1.0	1.0	0.97829044	0.96924508	1.0	0.97397113	1.0	1.0	1.0	1.0
"HPRR4320020"	1.0	1.0	1.0	1.0	0.94727278	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320021"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320026"	1.0	0.76875186	0.96457571	0.91449064	1.0	0.93057871	1.0	1.0	0.88049215	1.0	1.0	1.0
"HPRR4320027"	1.0	1.0	1.0	1.0	1.0	0.96587044	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320024"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320025"	1.0	1.0	0.99512124	1.0	0.94727278	1.0	0.98787004	0.97572321	0.96080124	1.0	1.0	1.0
"HPRR3790336"	0.0024290567	0.0017372541	0.0018165136	0.0018630848	0.0015559293	0.0036771661	0.0013207108	0.0066162939	0.0047786045	0.99600405	1.0	1.0
"HPRR4320202"	0.99997711	0.96870989	0.9966653	0.97713053	0.94813448	0.96924508	1.0	0.97045892	0.99179858	1.0	1.0	1.0
"HPRR4320203"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9718926
"HPRR4320200"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320201"	1.0	1.0	1.0	0.96029782	1.0	1.0	0.79151517	1.0	1.0	0.80522138	1.0	1.0
"HPRR4320206"	1.0	0.94048417	0.9966653	0.97713053	0.94727278	0.96924508	0.081703722	0.97394687	0.99179858	1.0	1.0	1.0
"HPRR4320207"	1.0	1.0	0.9966653	1.0	1.0	0.96098065	1.0	1.0	0.99179858	0.92839074	1.0	0.92909431
"HPRR4320204"	0.9877215	1.0	0.9966653	0.97713053	1.0	0.96924508	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320205"	1.0	1.0	1.0	1.0	1.0	1.0	0.53788513	1.0	1.0	1.0	1.0	1.0
"HPRR2551324"	0.04028789	0.027801143	0.016824316	0.036018007	0.048802931	0.020286033	0.00033293525	0.0094554694	0.00057245506	1.0	1.0	1.0
"HPRR4320208"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320209"	1.0	0.96870989	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR2540402"	1.2702007e-08	2.9351725e-09	0.9966653	1.0	1.0	1.0	3.0720582e-08	0.88769817	2.192481e-08	1.0	1.0	1.0
"HPRR1951645"	0.0039636041	0.96870989	0.00022604901	2.9190676e-06	1.4423059e-05	8.1124177e-05	6.8803502e-08	0.00010883273	6.3181829e-09	1.0	1.0	1.0
"HPRR4320523"	0.9941563	1.0	1.0	1.0	1.0	1.0	1.0	0.96580231	1.0	1.0	1.0	1.0
"HPRR4350017"	3.0606963e-05	1.1762716e-05	6.7955349e-05	0.33448493	0.32234824	0.25590363	5.1891959e-05	0.00040224876	1.0	1.0	0.00025259447	1.0
"HPRR4350010"	0.0078487266	0.0094108144	0.0040862607	0.024249723	0.0090234829	0.0079640001	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320250"	1.0	0.90811741	0.9966653	1.0	1.0	1.0	0.88175595	0.85947311	1.0	1.0	1.0	1.0
"HPRR4320521"	0.9737668	1.0	0.97823304	1.0	0.91533148	1.0	1.0	1.0	1.0	0.97261649	1.0	1.0
"HPRR4320520"	0.97931379	0.96191549	0.9966653	0.97713053	0.94727278	0.96924508	1.0	0.969881	1.0	1.0	1.0	1.0
"HPRR4160447"	4.9964708e-09	3.1124703e-08	6.3286874e-09	0.9713673	0.94727278	2.3831531e-08	1.9745924e-07	2.9805036e-09	1.2589587e-09	1.0	1.0	1.0
"HPRR4320527"	1.0	1.0	1.0	0.97713053	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320526"	0.96078569	0.7981838	0.99592078	1.0	1.0	1.0	1.0	0.96505094	0.99179858	1.0	1.0	1.0
"HPRR4320257"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320256"	1.0	0.96870989	0.9966653	0.97713053	1.0	0.96924508	1.0	0.97828239	0.99179858	1.0	1.0	1.0
"HPRR2330128"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4291021"	0.97331381	1.0	0.8936159	1.0	1.0	1.0	1.0	1.0	0.99179858	1.0	1.0	1.0
"HPRR4320153"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320150"	1.0	1.0	0.9966653	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4291025"	1.0	0.96870989	1.0	1.0	1.0	1.0	0.9587146	1.0	1.0	1.0	1.0	1.0
"HPRR1450675"	0.0012670417	0.0004852773	0.00047615723	0.97713053	1.0	1.0	0.00094268203	0.016964326	0.0014977972	1.0	1.0	1.0
"HPRR330224"	0.2331772	0.12403236	0.25523522	0.97333026	1.0	0.90468663	0.38169935	0.26913053	0.23417108	1.0	1.0	1.0
"HPRR4291027"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR2210116"	0.00034203954	2.8519422e-05	6.9549635e-05	0.97713053	0.94727278	1.0	5.9519625e-06	6.145915e-07	2.8496874e-05	1.0	1.0	1.0
"HPRR4291026"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4000237"	0.053649534	0.076781608	0.096590154	0.038855575	0.042020995	0.023174357	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR3780010"	4.468338e-05	0.0012497759	0.0044078566	0.22093606	0.0023905681	0.015095209	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4160484"	1.0	0.0079140039	0.0080805244	1.0	0.94727278	2.7762122e-05	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR2180104"	0.020126034	1.0	0.00021253167	1.0	0.95247132	1.0	1.0	2.6686363e-05	1.5534555e-05	1.0	1.0	0.97143126
"HPRR4050261"	0.23355986	0.00016633263	0.22915177	0.17242344	0.26293439	0.20989114	0.14637002	0.21297672	0.22472143	1.0	0.060085185	1.0
"HPRR4290919"	1.0	1.0	1.0	1.0	1.0	0.96924508	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4290912"	1.0	1.0	1.0	0.88515067	0.9323191	1.0	1.0	1.0	1.0	1.0	1.0	0.98447162
"HPRR4290913"	1.0	1.0	1.0	0.97712791	1.0	0.96924508	1.0	1.0	0.97779936	0.99937129	1.0	0.95912212
"HPRR4290910"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4290911"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4290916"	0.9954139	0.96870989	0.99296618	1.0	0.94727278	1.0	1.0	0.97277141	0.99179858	1.0	1.0	1.0
"HPRR4290914"	1.0	1.0	1.0	1.0	1.0	0.96924508	0.70287567	1.0	1.0	1.0	1.0	1.0
"HPRR4290915"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.97266334	1.0	0.96044171
"HPRR4280057"	0.19888137	0.43911576	0.21662229	0.52319878	0.36329624	0.3350234	0.4653053	0.48198661	0.58260828	1.0	1.0	1.0
"HPRR4320559"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4040278"	0.11948735	4.587166e-05	0.042926539	0.0026878852	0.0061339703	0.33015448	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4050190"	0.0036330491	1.0	0.0078318566	0.005244371	0.0096891038	0.0022924342	1.0	1.0	1.0	1.0	0.97157151	1.0
"HPRR4530049"	0.0012249901	0.00083014288	0.0042273034	0.0014986974	0.0013935951	0.0012732738	1.0	1.0	1.0	1.0	1.0	0.94196045
"HPRR231837"	0.0021193316	0.0021392102	0.00096922292	1.0	0.94727278	1.0	0.0058257245	0.0045811646	0.0058259354	1.0	1.0	1.0
"HPRR1010001"	0.59183866	0.7114144	0.68691272	1.0	1.0	1.0	0.60242736	0.80054152	0.61597896	1.0	1.0	1.0
"HPRR3730415"	0.27591798	0.33131036	0.36454642	0.37958735	0.32381514	0.28756407	1.0	0.4735097	0.48918167	1.0	1.0	1.0
"HPRR3730410"	0.0024945149	1.0	0.001432065	0.0021550201	0.0096738087	0.96924508	1.0	1.0	1.0	1.0	1.0	0.92047274
"HPRR4340039"	0.98753339	1.0	1.0	1.0	1.0	1.0	1.0	0.97348434	0.99179858	1.0	1.0	0.66396719
"HPRR4340038"	1.0	1.0	1.0	1.0	1.0	1.0	0.79550505	1.0	1.0	1.0	1.0	1.0
"HPRR4340037"	1.0	0.95541787	0.89718533	1.0	1.0	1.0	0.59987992	0.54274112	0.50242037	1.0	1.0	1.0
"HPRR4340036"	0.8958149	1.0	1.0	0.97713053	0.94121397	1.0	1.0	1.0	0.99179858	1.0	1.0	1.0
"HPRR4340035"	1.0	1.0	1.0	0.95711756	1.0	1.0	1.0	0.97270119	0.99179858	1.0	1.0	1.0
"HPRR4340034"	0.98866892	0.96701318	1.0	1.0	0.94727278	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4340033"	1.0	1.0	1.0	0.97713053	0.94727278	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4340032"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4340031"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.93635613	1.0	1.0	1.0	1.0
"HPRR4340030"	0.99934244	1.0	1.0	1.0	1.0	1.0	1.0	0.98406303	1.0	1.0	1.0	1.0
"HPRR4030132"	1.0	1.0	1.0	0.94460857	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320699"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320698"	0.57728308	1.0	0.88936335	1.0	1.0	1.0	0.80246049	1.0	0.48528886	0.93617839	1.0	1.0
"HPRR4030046"	0.99316615	0.96870989	0.9966653	0.18498205	0.94727278	0.96924508	0.00048369047	0.00052113726	0.00035966357	1.0	1.0	1.0
"HPRR4060128"	1.0	1.0	4.280829e-07	1.3668555e-06	1.8117104e-06	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320691"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320690"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.97170591	0.99179858	1.0	1.0	1.0
"HPRR4320693"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320692"	0.71869999	1.0	0.9966653	0.88220578	1.0	0.96924508	0.95838577	1.0	1.0	1.0	1.0	1.0
"HPRR4320695"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320694"	1.0	1.0	1.0	0.97713053	1.0	0.96924508	1.0	1.0	0.99179858	1.0	1.0	1.0
"HPRR4320697"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320696"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.99176985	1.0
"HPRR2551790"	0.038549054	0.038022086	0.060245425	0.03163074	0.021100642	0.011099433	0.0025556758	0.0015131219	0.040343769	1.0	1.0	1.0
"HPRR1950075"	0.052707314	0.047377676	0.03962316	0.073020518	0.065521874	0.17132975	0.96133256	0.80844831	0.029619964	1.0	1.0	1.0
"HPRR4310060"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4310063"	2.53137e-05	3.1170514e-06	5.3249787e-05	1.5905547e-05	0.00018329099	1.3222329e-05	1.0	1.0	0.54643077	1.0	0.0015216107	1.0
"HPRR4310062"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.98783374	1.0	1.0	1.0
"HPRR4310065"	1.0	1.0	0.9966653	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4310064"	1.0	1.0	0.9966653	0.97713053	1.0	0.96924508	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4310067"	0.98499477	0.84664416	0.99611837	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4310066"	1.0	1.0	0.9966653	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4310068"	1.0	1.0	0.9960537	1.0	1.0	1.0	1.0	1.0	0.98868263	1.0	1.0	1.0
"HPRR670080"	5.6144137e-07	0.004875672	1.4442898e-07	1.0	1.0	0.96899623	0.99318707	0.00020894608	0.99179858	1.0	1.0	1.0
"HPRR3970041"	0.31895152	0.12107044	0.083216801	0.14431144	0.14895642	0.29505867	1.0	1.0	1.0	1.0	0.060830314	1.0
"HPRR4320479"	1.0	0.96868694	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320478"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.99179858	1.0	1.0	1.0
"HPRR2551249"	3.9573144e-05	2.77747e-05	0.00044952708	1.0	1.0	1.0	0.0024175262	6.6748584e-07	0.00057269318	1.0	1.0	1.0
"HPRR4320475"	1.0	1.0	1.0	0.97713053	1.0	0.96924508	1.0	0.97603959	1.0	1.0	1.0	1.0
"HPRR4320474"	1.0	0.69826597	0.99271917	1.0	1.0	0.89508063	1.0	0.89628458	1.0	0.37655723	1.0	0.70009995
"HPRR4320477"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320476"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.99179858	1.0	1.0	1.0
"HPRR4320471"	1.0	0.88247079	0.98852044	1.0	1.0	1.0	0.19753189	0.8550241	0.50832456	0.5656209	1.0	0.9111042
"HPRR4320470"	1.0	1.0	0.41834533	1.0	1.0	1.0	0.95469904	0.51973069	0.88210702	0.99628121	1.0	0.96238965
"HPRR4320473"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320472"	1.0	0.96870989	1.0	0.97713053	1.0	0.96924508	1.0	0.9782806	0.99179858	1.0	1.0	1.0
"HPRR3760883"	2.5348183e-05	8.0938516e-06	0.99391627	0.97346026	6.5969129e-05	0.96891075	4.4831082e-05	4.727744e-06	2.6443207e-05	1.0	1.0	1.0
